1000,A Charming spacious room queen bed.,Private room
1001,Private third floor walk-up: Room 1,Private room
1002,Cozy Rm EZ St Parking EZ 2 downtown,Private room
1003,"Boston Comfy Room 3, Phase 2",Private room
1004,"Boston Comfy Room 2, Phase 2",Private room
1005,Classic 1 bedroom in South End,Entire home/apt
1006,Sunny Artist Loft In Historic Brownstone,Entire home/apt
1007,1 Bedroom in Historic South End,Entire home/apt
1008,$165* SPECIAL* 2 bed ApT! Location!,Entire home/apt
1009,Spacious Room at Piano Factory,Private room
1010,Northeastern sweet pad,Private room
1011,Brownstone Loft Bedroom,Private room
1012,Private Room in Fort Hill,Private room
1013,Sunny Top Floor Apartment,Entire home/apt
1014,lovely upscale townhouse apartment,Entire home/apt
1015,Furnished Private Room In A 2 Bdrm,Private room
1016,"6+ Occp Boston, South End/Back Bay",Entire home/apt
1017,Gorgeous South End 2 Bed/1.5 Bath,Entire home/apt
1018,"Studio Apt. for Rent in South End, ",Entire home/apt
1019,"Charming South End, Boston Condo",Entire home/apt
1020,[1294] Grand Studio - South End,Entire home/apt
1021,[1293-1] - 1 Bedroom in South End,Entire home/apt
1022,[1293] Lovely 1 BR in South End,Entire home/apt
1023,Historic South End - Steps to All,Entire home/apt
1024,[1294-S]Grand Studio - South End,Entire home/apt
1025,Brownstone Apt. in Hip S. End!,Entire home/apt
1026,1BR South End/Back Bay Condo,Entire home/apt
1027,Sensational South End 2 bedroom,Entire home/apt
1028,Living Room in â?¥ï¸? of Boston,Shared room
1029,Fantastic 2 bed/1.5 bath South End,Entire home/apt
1030,Private room in the South End,Private room
1031,Stylish South End Apartment,Entire home/apt
1032,SECOND FLOOR PARLOR ROOM,Private room
1033,Sunny Corner Apartment,Private room
1034,1 Bedroom in large Condominium (II),Private room
1035,Private Rm+Bathroom in Apt.,Private room
1036,Very Rare Luxury New Three Bedroom,Entire home/apt
1037,Rare Luxury Three Bedroom in New Building,Entire home/apt
1038,"Luxe 2BR w/ Skyline Views, Gym",Entire home/apt
1039,Sleek Downtown 1BR by T w/Pool,Entire home/apt
1040,"Luxe 1BR in South End w/ Gym, Pool",Entire home/apt
1041,TRUE South End PERFECT!!!!,Entire home/apt
1042,2BR South End Condo w/Big Windows,Entire home/apt
1043,"Luxe South End 1BR w/ Pool, Gym",Entire home/apt
1044,Updated South End/Back Bay 1-Bed,Entire home/apt
1045,Coolest new building in Boston,Entire home/apt
1046,Really Cool Lux Building in Boston,Entire home/apt
1047,Parlor South End charm with deck,Entire home/apt
1048,Location Location Location,Shared room
1049,"Modern 1BR in South End w/Gym, Pool",Entire home/apt
1050,Lux City Pad 2/2 with huge terrace!,Entire home/apt
1051,Sleek 2BR w/ Expansive Views & Pool,Entire home/apt
1052,Brand New Luxury 1BR in South End,Entire home/apt
1053,Charming and Bright South End Apt,Entire home/apt
1054,Upscale 1BR w/ Skyline Views,Entire home/apt
1055,Montgomery Place - Parlor Room (Room 2),Entire home/apt
1056,Boston Christopher Studio Suite,Entire home/apt
1057,Gorgeos 1BD Steps to Bay Station,Entire home/apt
1058,Copley Vacation Rental on the Park M325 SPECIAL!,Entire home/apt
1059,"Columbus Avenue by Maverick, Eight",Private room
1060,Efficient Studio - Back Bay/ S. End,Entire home/apt
1061,Verona's  Victorian Charm (# 2)  M314 SPECIAL $155,Private room
1062,Idyllic South End Brownstone - 1BR,Entire home/apt
1063,Penthouse South End with roof deck,Entire home/apt
1064,Stay in the heart of the South End,Private room
1065,Quiet 2 bedroom South End Condo,Entire home/apt
1066,BOSTON in Trendy South End,Private room
1067,"Columbus Ave By Maverick,ThirtyFour",Entire home/apt
1068,"Columbus By Maverick, ThirtyThree",Entire home/apt
1069,Stylish South End 1BR by Flatbook,Entire home/apt
1070,South End St George: by Spare Suite,Entire home/apt
1071,South End Brownstone 1bd/1ba,Entire home/apt
1072,furnished 1 bed apartment copley #5,Entire home/apt
1073,"Charming, Sunny, Convenient 2BR in the South End!",Entire home/apt
1074,Spacious S. End 1BD Brownstone,Entire home/apt
1075,Private & Spacious South End Suite,Private room
1076,"South End, sunny, quiet, 1 bedroom condo",Entire home/apt
1077,"Columbus By Maverick, TwentyFive",Entire home/apt
1078,Basic full size room,Private room
1079,South End Stunner w/ City Views,Entire home/apt
1080,Renovated 2BR Condo with Private Back Deck,Entire home/apt
1081,"BUMC room, South End",Private room
1082,Quiet & Charm in Boston's South End,Entire home/apt
1083,Private room in swank urban loft,Private room
1084,Sunny South End Brownstone,Entire home/apt
1085,"Parlor Retreat, South End studio",Entire home/apt
1086,"Columbus Avenue By Maverick, Six",Entire home/apt
1087,"Columbus By Maverick, FortyFour",Entire home/apt
1088,Modern Duplex in South End,Entire home/apt
1089,4th floor office room  ,Private room
1090,"Columbus Ave By Maverick, ThirtyTwo",Entire home/apt
1091,Sunny Studio in Heart of South End,Entire home/apt
1092,Beautiful South End Penthouse!,Entire home/apt
1093,Spacious Southend Back Bay Apt,Entire home/apt
1094,Sunny studio in Back Bay/So. End,Entire home/apt
1095,New 1 Bed Flat - South End,Entire home/apt
1096,South End townhouse apt with deck,Entire home/apt
1097,Luxury South End Apartment ,Entire home/apt
1098,Newly renovated South End gem,Private room
1099,Beautiful South End Brownstone Apartment,Entire home/apt
1100,Ideal studio in the Back Bay/S. End,Entire home/apt
1101,South End close to Back Bay,Entire home/apt
1102,Cozy private bedroom,Private room
1103,Cozy South End Apt in best location,Entire home/apt
1104,"Columbus Avenue By Maverick, Five",Entire home/apt
1105,South End Studio with Sleeping Loft,Entire home/apt
1106,Heart of the South End Near It All!,Shared room
1107,2BR South End Duplex,Entire home/apt
1108,Bright 2BR in Heart of South End,Entire home/apt
1109,One Bedroom in Open and Airy Apt,Private room
1110,"Views, Amenities, Location, Bingo!",Entire home/apt
1111,Efficient Studio - Back Bay/S. End,Entire home/apt
1112,2Bed2BathDplx 43Bus to BestBosSites,Entire home/apt
1113,Bright & beautiful 2BR in best location,Entire home/apt
1114,Stylish 1BR in Heart of Boston,Entire home/apt
1115,Ballroom turned loft apartment!,Shared room
1116,Attention to details is our mantra,Entire home/apt
1117,Studio 5 South End: by Spare Suite,Entire home/apt
1118,BEST DEAL- 1 Bd in South End,Entire home/apt
1119,Perfect Studio in Center of Boston,Entire home/apt
1120,South End Brown Stone,Private room
1121,Beautiful Apartment in South End,Entire home/apt
1122,"4+ BR Quiet, Deluxe, Charming House",Entire home/apt
1123,Renovated South End abode (2b/2b),Entire home/apt
1124,Convenient & Vibrant South End!  ,Entire home/apt
1125,"Columbus Ave By Maverick, TwentyTwo",Entire home/apt
1126,Cozy Apartment + Porch in South End,Entire home/apt
1127,Sunny & Spacious room- South End,Private room
1128,Trendy Loft in the South End,Entire home/apt
1129,Fabulous south end studio!,Entire home/apt
1130,Romantic B&B - Roof Top Hot Tub,Private room
1131,"1Studio WalkOutToPatio..CloseToBus,T,HistoricSites",Entire home/apt
1132,"Columbus By Maverick, TwentyThree",Entire home/apt
1133,Apartment in Historic South End,Entire home/apt
1134,COZY South end studio,Entire home/apt
1135,2 BR 2 Bath Luxury Apmt in SouthEnd,Entire home/apt
1136,South End Penthouse,Entire home/apt
1137,Sleek and Modern in the South End,Entire home/apt
1138,Beautiful Bedroom in the South End,Private room
1139,South End brownstone private room,Private room
1140,7 to 12 minute walk to Prudential,Entire home/apt
1141,"Elegant, Historic, sleek renovation",Entire home/apt
1142,"Columbus Avenue By Maverick, Two",Entire home/apt
1143,Sunny Penthouse | Private Roof Deck,Entire home/apt
1144,Comfort and peace in the South End.,Entire home/apt
1145,Spacious 3BR in the South End,Entire home/apt
1146,Montgomery Place - Apartment-Ette (Room 5),Entire home/apt
1147,South End Grand Studio Suite,Entire home/apt
1148,Montgomery Place - Studio (Room 6),Entire home/apt
1149,"Open BR, Steps From Marathon Finish",Private room
1150,Chic minimal 2BD in south end SOWA,Entire home/apt
1151,Boston Vacation Rental M373,Entire home/apt
1152,Sunny Roofdeck Apartment,Private room
1153,Sunny South End Brownstone w/ Deck,Entire home/apt
1154,Modern Industrial Styled Loft,Entire home/apt
1155,large & grand 2 bedroom South End by Copley Sq #3,Entire home/apt
1156,Comfortable South End Studio,Entire home/apt
1157,"Columbus Avenue By Maverick, Seven",Entire home/apt
1158,"Columbus Ave By Maverick, FortyOne",Entire home/apt
1159,1 BR / 1 BA Penthouse - South End,Entire home/apt
1160,S.END: Huge industrial cool condo!!,Entire home/apt
1161,"zzEastPrivateBedBath MinsToBus,Metro,HistoricSites",Private room
1162,Boston Christopher One Bedroom,Entire home/apt
1163,Murmod Sanctuary at Aisling,Private room
1164,Boston Vacation Rentals-2,Entire home/apt
1165,2BR with rooftop/South End,Entire home/apt
1166,1 Bedroom in Condominium (III),Private room
1167,Beautiful brown stone in South End,Entire home/apt
1168,Luxurious penthouse living!!,Entire home/apt
1169,"Columbus Ave By Maverick, TwentySix",Entire home/apt
1170,"City-style, Spacious South End Apt.",Entire home/apt
1171,Netflix in Plus or Deluxe Apartment,Entire home/apt
1172,"Boston, South End - 1 Bedroom (I)",Private room
1173,zzzParking? MASTER CALENDAR   OnlyEd Books forYou,Shared room
1174,Cozy Studio ;-) in SOUTH END Boston,Entire home/apt
1175,"Lovely Roof Top Pad, Nearby to Everything",Private room
1176,Historical Southend apartment,Entire home/apt
1177,Marvelous South End 2.5 bed/ 2.5 ba,Entire home/apt
1178,Stunning SouthEnd/BackBay Penthouse,Entire home/apt
1179,newly furn one bedroom by Copley #6,Entire home/apt
1180,Lofty South End Apartment,Private room
1181,"Columbus Ave By Maverick, One",Entire home/apt
1182,Large bedroom in South End w/ Patio,Private room
1183,"Columbus Ave By Maverick, FortyFive",Entire home/apt
1184,"Columbus By Maverick, FortyThree",Entire home/apt
1185,3Bed/2.5Bath Luxury Triplex So. End,Entire home/apt
1186,"South End, Penthouse, Roof Deck w/Amazing Views!",Entire home/apt
1187,Huge Private Room with Private Bath,Private room
1188,"Boston, South End - 3 Bedrooms",Entire home/apt
1189,Bright Boston Bedroom in Prime Location,Private room
1190,"Victorian Charm, Modern Living: South End/Back Bay",Entire home/apt
1191,Safe Clean Convenient â?¥ Heart of Boston,Private room
1192,Barbara's Room at Aisling,Private room
1193,Appleton Studio B (M306B) Early Sept DEAL $155/nt,Entire home/apt
1194,"South End, 2 bed, private roofdeck",Entire home/apt
1195,[1358-S1]Small Studio in South End,Entire home/apt
1196,South End. LUXURY 1 BEDROOM. 850sqf,Entire home/apt
1197,Charming South End Apartment,Entire home/apt
1198,Charming South End Brownstone Loft,Entire home/apt
1199,Montgomery Place - Garden Level (Room 1),Entire home/apt
1200,Sleek 1BR w/ Downtown Views and Gym,Entire home/apt
1201,Back Bay apt. Close to Marathon!,Entire home/apt
1202,"Bright South End 1BR w/Gym, Pool",Entire home/apt
1203,South End Beauty/1+ beds/1.5 baths,Entire home/apt
1204,Cozy South End Guest Room,Private room
1205,#great location #modern living,Private room
1206,Unique and Cozy South End Roof Deck Retreat,Private room
1207,South End 1 Bdrm with Private Deck,Entire home/apt
1208,Cozy place in the heart of Boston,Entire home/apt
1209,Luxury in the Perfect Location,Entire home/apt
1210,Amazing 1.5 BR in the heart of the South End,Entire home/apt
1211,Large 2 Bedrooms Boston South End,Entire home/apt
1212,Stunning Rooftop Home with Comfort and Style,Private room
1213,2 Bed/1 Bath South End at Dog Park!,Entire home/apt
1214,Boston Centrally Located Brownstone,Private room
1215,South End Charm,Entire home/apt
1216,South End 1bd near everything,Entire home/apt
1217,[1358-S]Small Studio In South End,Entire home/apt
1218,"Victorian Dream Studio, South End",Entire home/apt
1219,Spacious room in back bay,Private room
1220,COPLEY SQ...19TH C.TWNHSE SUNNY RM,Private room
1221,Luxury2BEDS/south end/Boston downtown/Free parking,Entire home/apt
1222,South End 2 Bed w/ Parking & Patio,Entire home/apt
1223,Nice South End Condo.,Entire home/apt
1224,Heart of Boston - Semi-Private Room,Private room
1225,Ideal Studio in Back Bay/S. End,Entire home/apt
1226,Modern studio in Bostonâ??s South End,Entire home/apt
1227,1 Bedroom in Victorian Brownstone,Private room
1228,Luxury 2 beds /free parking/South end,Entire home/apt
1229,"Columbus Ave By Maverick, ThirtySix",Entire home/apt
1230,"zWestPrivateBedBath MinsToBus,Metro",Private room
1231,Cozy place in The Heart of Boston,Private room
1232,[1358] Small Studio in South End,Entire home/apt
1233,Sunny and Quiet top floor #8,Entire home/apt
1234,South End Studio Suite Apartment,Entire home/apt
1235,South End garden studio in excellent location,Entire home/apt
1236,Beautifully-Appointed 2 Bed floor-thru w/parking,Entire home/apt
1237,HANCOCK TOWER/COPLEY ROOM,Private room
1238,Brownstone with Private Roof Deck!,Entire home/apt
1239,Fashionable South End Condo,Entire home/apt
1240,South End Near Backbay Garden Apt,Shared room
1241,Serene in the South End,Entire home/apt
1242,South End/Back Bay Apartment,Entire home/apt
1243,1 bedroom apt in Boston South End,Entire home/apt
1244,Heart of Back Bay/South End,Private room
1245,South End studio with private patio,Entire home/apt
1246,Charming Garden Studio In South End,Entire home/apt
1247,South End Gem,Private room
1248,"Modern, Airy 2 BR Loft in South End",Entire home/apt
1249,"South End Private Garden, Free Parking",Entire home/apt
1250,One of the best rooms in Boston. Period.,Private room
1251,South End Artist Loft in SOWA,Entire home/apt
1252,Cool Boston Crib. Awesome Building,Entire home/apt
1253,"Boutique South End, with sunshine",Entire home/apt
1254,South End Apt w/ Private Deck.,Entire home/apt
1255,Beautiful Brownstone Condo,Entire home/apt
1256,Boston South End - Multiple Rooms,Private room
1257,Boston Penthouse - Modern Charm,Entire home/apt
1258,Fantastic 2 bed South End duplex!,Entire home/apt
1259,Sunny Studio in Back Bay/ S. End,Entire home/apt
1260,One Bedroom Apartment in South End,Entire home/apt
1261,Salthill at Aisling,Private room
1262,Verona's Victorian Charm (# 6) M314 SPECIAL $155,Private room
1263,Sweet South End Digs,Entire home/apt
1264,2 Bed South End-Roof Deck-Dog Park!,Entire home/apt
1265,Spacious South End Apartment,Entire home/apt
1266,Great city views top floor one bed #7,Entire home/apt
1267,2 BR Apt Boston South End,Entire home/apt
1268,"Columbus Ave By Maverick,ThirtyFive",Entire home/apt
1269,"Great Spot - South End, 2 BR Condo",Entire home/apt
1270,Cozy South End Studio For Two,Entire home/apt
1271,Stay in the heart of South End!,Entire home/apt
1272,South End Suite Vacation Rental M365-1,Entire home/apt
1273,BACK BAY/COPLEY FIRST FLOOR ROOM,Private room
1274,Classic South End Brownstone-1 BR,Entire home/apt
1275,"BMC, Symphony T, NE, BU, Berklee!!",Entire home/apt
1276,Boston South End Niche (M327) Short notice deals,Entire home/apt
1277,Great room in Boston's South End!,Private room
1278,Lovely Apartment in South End,Private room
1279,Lovely Back Bay/South End Apt!,Private room
1280,Back Bay / South End - best of both,Entire home/apt
1281,South End 1 Bedroom PERFECTION!,Entire home/apt
1282,[1293-1/1] Lovely 1 BR in South End,Entire home/apt
1283,Brownstone on Charming Dead End St.,Entire home/apt
1284,Comfy Roof Top Access Near Everything,Private room
1285,Private Room in Southend,Private room
1286,Classic Boston Brownstone,Entire home/apt
1287,"Columbus Avenue By Maverick, Four",Entire home/apt
1288,"Private Roof-Deck, South End PH Apt",Entire home/apt
1289,Great room in Boston's South End,Private room
1290,Beautiful South End Brownstone,Entire home/apt
1291,Boston Proper Duplex Great LOCATION,Private room
1292,102 Chandler Street by Lyon Apartments,Entire home/apt
1293,Columbus Garden By Maverick,Entire home/apt
1294,"Columbus By Maverick, TwentyFour",Entire home/apt
1295,Studio near Copley Square,Entire home/apt
1296,Studio 3 South End: by Spare Suite,Entire home/apt
1297,South End Condo,Entire home/apt
1298,South End Condo,Entire home/apt
1299,"Columbus Ave By Maverick, FortyTwo",Entire home/apt
1300,Adorable South End Studio,Entire home/apt
1301,Best Location in Boston (Copley Sq),Entire home/apt
1302,"Gorgeous South End Apt, in the heart of Boston!",Private room
1303,"Cozy, colorful & private on a park",Private room
1304,Studio apart Tremont St South End #2,Entire home/apt
1305,Spectacular Brownstone in South End,Entire home/apt
1306,Breathtaking downtown arty condo,Entire home/apt
1307,Privacy in cozy South End/Back Bay studio,Entire home/apt
1308,Beautiful Condo - Centrally Located,Entire home/apt
1309,Historic brick Victorian row house ,Private room
1310,Elegant Two-Room Suite in South End,Private room
1311,South End Luxury Penthouse,Entire home/apt
1312,Duleek Opulent Room at Aisling,Private room
1313,Luxury One Bed in Coolest Building!,Entire home/apt
1314,Elegant South End 1BR  Floor-Thru,Entire home/apt
1315,Apartment with private roof deck,Entire home/apt
1316,One Bedroom Parlor Townhouse,Entire home/apt
1317,"Columbus Avenue By Maverick, Three",Entire home/apt
1318,Gorgeous 2Bed in Historic South End,Entire home/apt
1319,"Columbus Ave By Maverick, ThirtyOne",Entire home/apt
1320,Classic South End One Bedroom,Entire home/apt
1321,South End Charm- Private Bed/Bath,Private room
1322,Charming Studio on Mass Ave.,Entire home/apt
1323,Beautiful South End Getaway,Entire home/apt
1324,Braddock Suite Studio  M365-ST,Entire home/apt
1325,Location! Parking/Patio/Brownstone!,Entire home/apt
1326,Lofty South End One Bedroom,Entire home/apt
1327,West Canton By Maverick,Entire home/apt
1328,Classic 2 Bed/1.5 Bath in South End,Entire home/apt
1329,Bright 1BR in South End w/ Pool+Gym,Entire home/apt
1330,My Flat on Braddock 1 BR private apartment   M366,Entire home/apt
1331,Room in the South End Loft,Private room
1332,Top of the South End Brownstone,Entire home/apt
1333,Charming South End Apartment,Entire home/apt
1334,3BR Historic South End Penthouse,Entire home/apt
1335,South End Gem classic brownstone 1BR - Location!,Entire home/apt
1336,SouthEnd Duplex immaculate condo quality apartment,Entire home/apt
1337,zzzzParking? LongTermOnly!,Shared room
1338,Boston South-End Apt. With Porch,Entire home/apt
1339,[1716-2] Brand New 2BR -Back Bay,Entire home/apt
1340,IDEAL LOCATION - NEWBURY ST 1BR/1BA,Entire home/apt
1341,"[1279/1] 2 BR 1.5BA, Bi-Level Suite",Entire home/apt
1342,[1250-2/1] 2BR Lux Back Bay Rental.,Entire home/apt
1343,Classic & Stylish w/ Balcony,Entire home/apt
1344,Elegant Studio,Entire home/apt
1345,Drop Dead Gorgeous Spacious Studio,Entire home/apt
1346,[1716-1/2]Brand New 1BR in Back Bay,Entire home/apt
1347,Single Room in the Back Bay,Private room
1348,Moody Studio East â?? Bedroom 3 (see plan),Private room
1349,Condo in Back Bay,Entire home/apt
1350,[1250-1P] 1BR Furnished in Back Bay,Entire home/apt
1351,[1273] Fab Studio- close to Newbury,Entire home/apt
1352,BU/Harvard/MIT- 3 mins to T,Private room
1353,[1356-2] 2BR Exec Penthouse Suite,Entire home/apt
1354,[1277] 1BR on Beacon St - Back Bay,Entire home/apt
1355,Cozy + Central Back Bay Apartment,Entire home/apt
1356,[1277/1] 1BR on Beacon St- Back Bay,Entire home/apt
1357,[1250-2NE] 2BR-1 Bath - Back Bay,Entire home/apt
1358,"[1426] NEW 3 BR, Bi-Level-Back Bay",Entire home/apt
1359,Heart of Newbury Back Bay 2BR,Entire home/apt
1360,[1280] Luxury 2BR Suite-Back Bay,Entire home/apt
1361,"Saint Botolph Street, Lux South End/Back Bay 1bd",Entire home/apt
1362,Mansion Flat in Heart of Back Bay,Entire home/apt
1363,Carlyle 5th Floor: by Spare Suite,Entire home/apt
1364,Small studio in GREAT location,Entire home/apt
1365,Charlesview Suites Back Bay ,Entire home/apt
1366,"Very spacious Back Bay, 1 block T",Entire home/apt
1367,Stylish Studio in Historic Back Bay,Entire home/apt
1368,Cozy Back Bay Penthouse!,Entire home/apt
1369,Boston Newbury Two Bedroom Grand,Entire home/apt
1370,Back Bay Apartment with Parking,Entire home/apt
1371,Stylish Studio in heart of Back Bay,Entire home/apt
1372,Posh Studio on Bustling Newbury St,Entire home/apt
1373,Sparkling New 2BR / 2BA in Back Bay,Entire home/apt
1374,Newbury Street perfection!!,Entire home/apt
1375,"Newbury Street By Maverick, Twelve",Entire home/apt
1376,Stylish Studio in Elegant Back Bay,Entire home/apt
1377,"Newbury Street By Maverick, Eleven",Entire home/apt
1378,"Newbury Street By Maverick, Six",Entire home/apt
1379,"Newbury Street By Maverick, Three",Entire home/apt
1380,3BR / 2BA + Prvt Deck in Back Bay,Entire home/apt
1381,NEW - Lively 1BR in the South End,Entire home/apt
1382,"Newbury Street By Maverick, Five",Entire home/apt
1383,Luxury 1Br in Boston Back Bay!,Entire home/apt
1384,Great Apartment in the Back Bay,Entire home/apt
1385,"Charles River gem-Back Bay, Boston",Entire home/apt
1386,Back Bay Apt on Commonwealth Avenue,Entire home/apt
1387,"Back Bay, Beacon St Beauty. Peaceful and Charming!",Entire home/apt
1388,Cozy studio in back bay,Entire home/apt
1389,Quaint Brownstone Studio,Entire home/apt
1390,Peaceful Back Bay Studio near Prudential w/parking,Entire home/apt
1391,Private Back Bay Room,Private room
1392,Modern Room with Private Bathroom!,Private room
1393,Adorable 1Bd Apt in Busy Back Bay,Entire home/apt
1394,Lux 2BR in Post-War building ,Entire home/apt
1395,IDEAL LOCATION - 1BR/1BA NEWBURY ST,Private room
1396,Charming south end,Entire home/apt
1397,"Upscale Back Bay Studio, River Views",Entire home/apt
1398,Ahh the Views! 1 Bed with Balcony,Entire home/apt
1399,Wonderful room in back bay,Private room
1400,Lux 1BR Back Bay Apt,Entire home/apt
1401,Lux 1BR Back Bay Apt,Entire home/apt
1402,Cozy 1 bedroom in great location,Entire home/apt
1403,TheDartmouthExecutiveSuite.com,Entire home/apt
1404,"Private deck, Newbury Street PH!",Entire home/apt
1405,Verona's 2-Room Suite M314#7 SEPT. DEAL $175,Entire home/apt
1406,Incredible Downtown Boston! GS2,Entire home/apt
1407,Quaint Renovated Rowhouse,Entire home/apt
1408,Back Bay 345,Entire home/apt
1409,Large 1 Bedroom on St. Botolph,Entire home/apt
1410,Charming Back Bay flat on Newbury!,Entire home/apt
1411,"Large, Bright 2 Bedroom in Back Bay",Entire home/apt
1412,Amazing Boston Back Bay! GS2,Entire home/apt
1413,Lux 2BR Back Bay Apt.-Logan Airport,Entire home/apt
1414,Beautiful Back Bay One Bed Apt.,Entire home/apt
1415,Lux 2BR in Post-War building  ,Entire home/apt
1416,[1274]1BR Half Block from Newbury,Entire home/apt
1417,Beautiful Back Bay Condo! GS2,Entire home/apt
1418,"[1279] 2 BR/1.5 BA, Bi-Level Suite",Entire home/apt
1419,[1356-S] Half-Block to Pru Center,Private room
1420,Back Bay Studio on Marlborough St-,Entire home/apt
1421,Classy Studio in Historic Back Bay,Entire home/apt
1422,[1356-1] Half Block to Pru Center,Private room
1423,Best location in Boston (Back Bay) opposite MIT,Private room
1424,"Lux 2BR BackBay Apt. by ""The Shops""",Entire home/apt
1425,Cute and cozy apt right on Newbury!,Private room
1426,Centrally located brownstone on historic Beacon St,Entire home/apt
1427,Historic Apartment on Commonwealth,Entire home/apt
1428,Back Bay Vacation Rental M234  $225 NOW,Entire home/apt
1429,Cozy Back Bay Studio Apartment,Entire home/apt
1430,2 Br Duplex PH - South End/Back Bay,Entire home/apt
1431,"Large, open studio in the Back Bay",Entire home/apt
1432,Stylish large studio in Back Bay,Entire home/apt
1433,Room in charming apt,Private room
1434,"Back Bay, Newbury St. 1BR",Entire home/apt
1435,Private Room Back Bay,Private room
1436,Lux 1BR in Post-War Back Bay bldg,Entire home/apt
1437,Back Bay Vacation Rental Too  M234-2 $185 NOW,Entire home/apt
1438,Modern 2BR Penthouse w/Deck,Entire home/apt
1439,2BR Lux BackBay Apt. by Fenway Park,Entire home/apt
1440,"Cozy, One bedroom Condo, Back Bay",Entire home/apt
1441,[1250]Beautiful 2BRs in Back Bay,Entire home/apt
1442,Back Bay Gem 2,Entire home/apt
1443,Stylish studio in prime Back Bay!,Entire home/apt
1444,Modern Comfort with Amazing Views,Entire home/apt
1445,Swanky Studio in Historic Back Bay,Entire home/apt
1446,Beautiful Condo/Large Private Deck,Private room
1447,Elegant 3BR 2Bath Back Bay Apts.,Entire home/apt
1448,Room in Exclusive Flat w/Deck,Private room
1449,Great Room In Heart of Back Bay,Private room
1450,Comfortable and Casual Copely Home,Entire home/apt
1451,Beautiful 1BR-Top BackBay location,Entire home/apt
1452,"Cozy, exposed brick 1bd in the heart of Back Bay",Entire home/apt
1453,"BACK BAY, MIT, BU, Green Line, BEST",Entire home/apt
1454,Lux 2BR in Post-War building  ,Entire home/apt
1455,2 bed/2 bath in the heart of Boston,Entire home/apt
1456,Studio in Back bay,Entire home/apt
1457,Superb 1BR Back Bay Condo,Entire home/apt
1458,Entire Back Bay Studio,Entire home/apt
1459,Spacious and clean room in Back bay,Private room
1460,[1300] 3 Bedroom-Back Bay-Penthouse,Entire home/apt
1461,Private Room in Modern Back Bay Apt,Private room
1462,Back Bay 1 Bedroom near the Pru,Entire home/apt
1463,2 BR: Back Bay/S End - In the Middle of It All!,Entire home/apt
1464,Stylish Back Bay Studio,Entire home/apt
1465,Charming Back Bay Brownstone,Entire home/apt
1466,[1273-1]Fab Studio Close to Newbury,Entire home/apt
1467,Back Bay Studio - PrudentialCenter/Copley/Symphony,Entire home/apt
1468,"Cozy Room, Back Bay near Newbury St",Private room
1469,1BR in the heart of Back Bay,Entire home/apt
1470,Back Bay Pied a Terre. Fabulous location!,Entire home/apt
1471,Live Local- Elegant Boston Brownstone.,Entire home/apt
1472,Back Bay 2 Bedroom near the Pru,Entire home/apt
1473,[1250-2C] Beautiful 2BRs in Back Bay Near The Pru,Entire home/apt
1474,Beautiful One Bedroom on Coveted Beacon Street!,Entire home/apt
1475,[1426-2]NEW 3 BR-Bi-Level  Back Bay,Entire home/apt
1476,Boston Back Bay Penthouse,Private room
1477,Beautiful Brownstone near Copley Sq,Entire home/apt
1478,Entire home w/patio -best location,Entire home/apt
1479,New Back Bay Brownstone 2 Bedroom,Entire home/apt
1480,Charming south end brownstone,Entire home/apt
1481,Back Bay Studio,Entire home/apt
1482,Designer Flat in Best Location,Entire home/apt
1483,Back Bay-Ctr BOSTON-Lge Rm Pvt Bath,Private room
1484,Beautiful Back Bay 1BR,Entire home/apt
1485,Private Boston-Back Bay Top Floor w/ Private Deck,Entire home/apt
1486,Back Bay Beacon One Bedroom suite,Entire home/apt
1487,Charming One Bedroom near Symphony,Entire home/apt
1488,"Back Bay Near Fenway, Hynes, the T",Entire home/apt
1489,Boston Newbury One Bedroom Suite,Entire home/apt
1490,"Clean, Hospitable, Back Bay,",Private room
1491,1 BR in the center of Newbury Street,Entire home/apt
1492,Brownstone Private Room in Backbay w/ roofdeck,Private room
1493,Beautiful Back Bay apartment 4 you!,Entire home/apt
1494,Spacious Back Back Studio Steps from Public Garden,Entire home/apt
1495,Charming Back Bay Studio Loft,Entire home/apt
1496,Back Bay/Copley Sq Brownstone 1 Bed,Entire home/apt
1497,Three blocks from marathon finish,Private room
1498,Gem in the Heart of the Back Bay,Entire home/apt
1499,"2BR+2BA Back Bay, MIT, Harvard, BU",Entire home/apt
1500,south end/back bay brownstone,Entire home/apt
1501,Back Bay Quiet Renovated Studio Apt,Entire home/apt
1502,Stunning 2-bed w/ private entrance!,Entire home/apt
1503,"Newbury Street By Maverick, Ten",Entire home/apt
1504,"Saint Botolph Street, Lux South End/Back Bay 1bd*",Entire home/apt
1505,Lux 1BR in Post-War Back Bay bldg,Entire home/apt
1506,A studio in the heart of Back Bay,Entire home/apt
1507,Back Bay Shared Room with Young Entrepreneur,Shared room
1508,Back Bay 1-Bedroom next to Newbury,Entire home/apt
1509,Back Bay - Newbury St 1 bedroom,Entire home/apt
1510,Copley Garrison Two Bedroom Suite,Entire home/apt
1511,Living Room sofa bed for female,Private room
1512,Cozy apartment in the heart of Back Bay,Entire home/apt
1513,Back Bay Beacon Two Bedroom,Entire home/apt
1514,Cozy apartment in heart of Back Bay,Entire home/apt
1515,1 BR on Newbury St,Entire home/apt
